CAL_DT,CAL_TYPE_DESC,DAY_OF_WK_NUM,DAY_OF_WK_DESC,YR_NUM,WK_NUM,YR_WK_NUM,MNTH_NUM,YR_MNTH_NUM,QTR_NUM,YR_QTR_NUM
2009-04-07,Fiscal,2,Tuesday,2009,15,200915,4,20094,2,20092
2022-05-10,Fiscal,2,Tuesday,2022,19,202219,5,20225,2,20222
2000-08-13,Fiscal,0,Sunday,2000,34,200034,8,20008,3,20003
2012-02-03,Fiscal,5,Friday,2012,5,201205,1,20121,1,20121
2007-09-16,Fiscal,0,Sunday,2007,38,200738,9,20079,3,20073
2007-11-20,Fiscal,2,Tuesday,2007,47,200747,11,200711,4,20074
2024-02-01,Fiscal,4,Thursday,2024,5,202405,1,20241,1,20241
2007-11-25,Fiscal,0,Sunday,2007,48,200748,11,200711,4,20074
1999-12-23,Fiscal,4,Thursday,1999,52,199952,12,199912,4,19994
2012-12-16,Fiscal,0,Sunday,2012,51,201251,12,201212,4,20124
2022-12-05,Fiscal,1,Monday,2022,49,202249,12,202212,4,20224
2004-01-28,Fiscal,3,Wednesday,2004,5,200405,1,20041,1,20041
2011-05-10,Fiscal,2,Tuesday,2011,19,201119,5,20115,2,20112
2019-10-22,Fiscal,2,Tuesday,2019,43,201943,10,201910,4,20194
2022-11-29,Fiscal,2,Tuesday,2022,48,202248,11,202211,4,20224
2008-05-18,Fiscal,0,Sunday,2008,21,200821,5,20085,2,20082
2011-01-31,Fiscal,1,Monday,2011,5,201105,1,20111,1,20111
2013-04-13,Fiscal,6,Saturday,2013,15,201315,4,20134,2,20132
2021-02-15,Fiscal,1,Monday,2021,7,202107,2,20212,1,20211
2006-08-21,Fiscal,1,Monday,2006,34,200634,8,20068,3,20063
2016-09-25,Fiscal,0,Sunday,2016,39,201639,9,20169,3,20163
2001-02-08,Fiscal,4,Thursday,2001,6,200106,2,20012,1,20011
2022-06-05,Fiscal,0,Sunday,2022,23,202223,6,20226,2,20222
2004-12-17,Fiscal,5,Friday,2004,51,200451,12,200412,4,20044
2001-04-02,Fiscal,1,Monday,2001,14,200114,4,20014,2,20012
2005-03-02,Fiscal,3,Wednesday,2005,9,200509,2,20052,1,20051
2020-11-26,Fiscal,4,Thursday,2020,48,202048,11,202011,4,20204
2007-05-10,Fiscal,4,Thursday,2007,19,200719,5,20075,2,20072
2004-04-18,Fiscal,0,Sunday,2004,17,200417,4,20044,2,20042
2019-07-16,Fiscal,2,Tuesday,2019,29,201929,7,20197,3,20193
2022-06-12,Fiscal,0,Sunday,2022,24,202224,6,20226,2,20222
2007-09-20,Fiscal,4,Thursday,2007,38,200738,9,20079,3,20073
2009-12-17,Fiscal,4,Thursday,2009,51,200951,12,200912,4,20094
2009-03-15,Fiscal,0,Sunday,2009,12,200912,3,20093,1,20091
2021-10-29,Fiscal,5,Friday,2021,43,202143,10,202110,4,20214
2003-03-08,Fiscal,6,Saturday,2003,10,200310,3,20033,1,20031
2010-12-03,Fiscal,5,Friday,2010,48,201048,11,201011,4,20104
2010-12-16,Fiscal,4,Thursday,2010,50,201050,12,201012,4,20104
2013-04-28,Fiscal,0,Sunday,2013,18,201318,4,20134,2,20132
2023-08-20,Fiscal,0,Sunday,2023,34,202334,8,20238,3,20233
2002-02-26,Fiscal,2,Tuesday,2002,9,200209,2,20022,1,20021
2000-10-21,Fiscal,6,Saturday,2000,43,200043,10,200010,4,20004
2009-07-31,Fiscal,5,Friday,2009,31,200931,7,20097,3,20093
2010-02-19,Fiscal,5,Friday,2010,7,201007,2,20102,1,20101
2020-09-10,Fiscal,4,Thursday,2020,37,202037,9,20209,3,20203
2003-12-11,Fiscal,4,Thursday,2003,50,200350,12,200312,4,20034
2013-06-30,Fiscal,0,Sunday,2013,27,201327,7,20137,3,20133
2012-10-30,Fiscal,2,Tuesday,2012,44,201244,10,201210,4,20124
2013-12-11,Fiscal,3,Wednesday,2013,50,201350,12,201312,4,20134
2025-01-06,Fiscal,1,Monday,2025,2,202502,1,20251,1,20251
2004-10-22,Fiscal,5,Friday,2004,43,200443,10,200410,4,20044
2002-07-10,Fiscal,3,Wednesday,2002,28,200228,7,20027,3,20023
2008-12-26,Fiscal,5,Friday,2008,52,200852,12,200812,4,20084
2019-06-01,Fiscal,6,Saturday,2019,22,201922,5,20195,2,20192
2024-06-05,Fiscal,3,Wednesday,2024,23,202423,6,20246,2,20242
2012-05-07,Fiscal,1,Monday,2012,19,201219,5,20125,2,20122
2013-03-11,Fiscal,1,Monday,2013,11,201311,3,20133,1,20131
2020-10-13,Fiscal,2,Tuesday,2020,42,202042,10,202010,4,20204
2003-01-09,Fiscal,4,Thursday,2003,2,200302,1,20031,1,20031
2002-05-31,Fiscal,5,Friday,2002,22,200222,5,20025,2,20022
2014-12-23,Fiscal,2,Tuesday,2014,52,201452,12,201412,4,20144
2005-04-14,Fiscal,4,Thursday,2005,15,200515,4,20054,2,20052
2023-10-03,Fiscal,2,Tuesday,2023,40,202340,10,202310,4,20234
2016-03-26,Fiscal,6,Saturday,2016,12,201612,3,20163,1,20161
2010-12-25,Fiscal,6,Saturday,2010,51,201051,12,201012,4,20104
2011-10-23,Fiscal,0,Sunday,2011,43,201143,10,201110,4,20114
2009-03-24,Fiscal,2,Tuesday,2009,13,200913,3,20093,1,20091
2026-05-31,Fiscal,0,Sunday,2026,23,202623,6,20266,2,20262
2018-07-28,Fiscal,6,Saturday,2018,30,201830,7,20187,3,20183
2015-09-25,Fiscal,5,Friday,2015,39,201539,9,20159,3,20153
2014-09-03,Fiscal,3,Wednesday,2014,36,201436,9,20149,3,20143
2019-01-23,Fiscal,3,Wednesday,2019,4,201904,1,20191,1,20191
2024-11-04,Fiscal,1,Monday,2024,45,202445,11,202411,4,20244
2018-08-07,Fiscal,2,Tuesday,2018,32,201832,8,20188,3,20183
2012-05-13,Fiscal,0,Sunday,2012,20,201220,5,20125,2,20122
2005-05-26,Fiscal,4,Thursday,2005,21,200521,5,20055,2,20052
2007-12-24,Fiscal,1,Monday,2007,52,200752,12,200712,4,20074
2024-06-08,Fiscal,6,Saturday,2024,23,202423,6,20246,2,20242
2006-03-28,Fiscal,2,Tuesday,2006,13,200613,3,20063,1,20061
1999-07-31,Fiscal,6,Saturday,1999,31,199931,8,19998,3,19993
2001-09-15,Fiscal,6,Saturday,2001,37,200137,9,20019,3,20013
2025-06-13,Fiscal,5,Friday,2025,24,202524,6,20256,2,20252
2003-07-05,Fiscal,6,Saturday,2003,27,200327,7,20037,3,20033
2003-02-06,Fiscal,4,Thursday,2003,6,200306,2,20032,1,20031
2012-11-17,Fiscal,6,Saturday,2012,46,201246,11,201211,4,20124
2020-10-30,Fiscal,5,Friday,2020,44,202044,10,202010,4,20204
2004-04-12,Fiscal,1,Monday,2004,16,200416,4,20044,2,20042
2013-05-17,Fiscal,5,Friday,2013,20,201320,5,20135,2,20132
2011-11-19,Fiscal,6,Saturday,2011,46,201146,11,201111,4,20114
2001-10-25,Fiscal,4,Thursday,2001,43,200143,10,200110,4,20014
2025-07-30,Fiscal,3,Wednesday,2025,31,202531,7,20257,3,20253
2018-07-29,Fiscal,0,Sunday,2018,31,201831,7,20187,3,20183
2012-04-19,Fiscal,4,Thursday,2012,16,201216,4,20124,2,20122
2015-01-30,Fiscal,5,Friday,2015,5,201505,1,20151,1,20151
2011-01-06,Fiscal,4,Thursday,2011,1,201101,1,20111,1,20111
2024-05-01,Fiscal,3,Wednesday,2024,18,202418,4,20244,2,20242
2002-07-16,Fiscal,2,Tuesday,2002,29,200229,7,20027,3,20023
2015-11-28,Fiscal,6,Saturday,2015,48,201548,11,201511,4,20154
2005-06-24,Fiscal,5,Friday,2005,25,200525,6,20056,2,20052
2006-05-03,Fiscal,3,Wednesday,2006,18,200618,4,20064,2,20062
2025-11-07,Fiscal,5,Friday,2025,45,202545,11,202511,4,20254
2005-05-10,Fiscal,2,Tuesday,2005,19,200519,5,20055,2,20052
2015-10-09,Fiscal,5,Friday,2015,41,201541,10,201510,4,20154
2012-09-13,Fiscal,4,Thursday,2012,37,201237,9,20129,3,20123
2011-10-03,Fiscal,1,Monday,2011,40,201140,10,201110,4,20114
2023-11-23,Fiscal,4,Thursday,2023,47,202347,11,202311,4,20234
2005-02-03,Fiscal,4,Thursday,2005,5,200505,1,20051,1,20051
2010-08-16,Fiscal,1,Monday,2010,33,201033,8,20108,3,20103
2009-09-14,Fiscal,1,Monday,2009,38,200938,9,20099,3,20093
2023-02-12,Fiscal,0,Sunday,2023,7,202307,2,20232,1,20231
1998-02-23,Fiscal,1,Monday,1998,9,199809,3,19983,1,19981
1998-10-07,Fiscal,3,Wednesday,1998,41,199841,10,199810,4,19984
1998-12-13,Fiscal,0,Sunday,1998,51,199851,12,199812,4,19984
1998-01-31,Fiscal,6,Saturday,1998,5,199805,2,19982,1,19981
1998-02-18,Fiscal,3,Wednesday,1998,8,199808,2,19982,1,19981
1998-06-05,Fiscal,5,Friday,1998,23,199823,6,19986,2,19982
1998-02-11,Fiscal,3,Wednesday,1998,7,199807,2,19982,1,19981
2007-03-02,Fiscal,5,Friday,2007,9,200709,2,20072,1,20071
2011-03-20,Fiscal,0,Sunday,2011,12,201112,3,20113,1,20111
2015-06-06,Fiscal,6,Saturday,2015,23,201523,6,20156,2,20152
2007-03-25,Fiscal,0,Sunday,2007,13,200713,3,20073,1,20071
2024-09-02,Fiscal,1,Monday,2024,36,202436,9,20249,3,20243
2008-05-08,Fiscal,4,Thursday,2008,19,200819,5,20085,2,20082
2011-01-20,Fiscal,4,Thursday,2011,3,201103,1,20111,1,20111
2008-07-18,Fiscal,5,Friday,2008,29,200829,7,20087,3,20083
2022-02-04,Fiscal,5,Friday,2022,5,202205,1,20221,1,20221
2020-01-29,Fiscal,3,Wednesday,2020,5,202005,1,20201,1,20201
2000-01-30,Fiscal,0,Sunday,2000,6,200006,2,20002,1,20001
2015-02-16,Fiscal,1,Monday,2015,8,201508,2,20152,1,20151
2023-04-10,Fiscal,1,Monday,2023,15,202315,4,20234,2,20232
2008-02-24,Fiscal,0,Sunday,2008,9,200809,2,20082,1,20081
2003-11-06,Fiscal,4,Thursday,2003,45,200345,11,200311,4,20034
2015-05-27,Fiscal,3,Wednesday,2015,22,201522,5,20155,2,20152
2011-08-23,Fiscal,2,Tuesday,2011,34,201134,8,20118,3,20113
2024-11-11,Fiscal,1,Monday,2024,46,202446,11,202411,4,20244
2007-03-12,Fiscal,1,Monday,2007,11,200711,3,20073,1,20071
2005-08-24,Fiscal,3,Wednesday,2005,34,200534,8,20058,3,20053
2009-08-23,Fiscal,0,Sunday,2009,35,200935,8,20098,3,20093
2020-08-19,Fiscal,3,Wednesday,2020,34,202034,8,20208,3,20203
2024-10-10,Fiscal,4,Thursday,2024,41,202441,10,202410,4,20244
2003-12-29,Fiscal,1,Monday,2004,1,200401,1,20041,1,20041
2011-08-30,Fiscal,2,Tuesday,2011,35,201135,8,20118,3,20113
2003-03-07,Fiscal,5,Friday,2003,10,200310,3,20033,1,20031
2022-01-18,Fiscal,2,Tuesday,2022,3,202203,1,20221,1,20221
2008-08-11,Fiscal,1,Monday,2008,33,200833,8,20088,3,20083
2017-10-13,Fiscal,5,Friday,2017,41,201741,10,201710,4,20174
2001-05-14,Fiscal,1,Monday,2001,20,200120,5,20015,2,20012
2022-04-08,Fiscal,5,Friday,2022,14,202214,4,20224,2,20222
2008-04-07,Fiscal,1,Monday,2008,15,200815,4,20084,2,20082
2017-10-05,Fiscal,4,Thursday,2017,40,201740,10,201710,4,20174
2019-10-25,Fiscal,5,Friday,2019,43,201943,10,201910,4,20194
2021-02-05,Fiscal,5,Friday,2021,5,202105,1,20211,1,20211
2007-04-25,Fiscal,3,Wednesday,2007,17,200717,4,20074,2,20072
2006-08-18,Fiscal,5,Friday,2006,33,200633,8,20068,3,20063
2006-03-04,Fiscal,6,Saturday,2006,9,200609,2,20062,1,20061
2023-05-06,Fiscal,6,Saturday,2023,18,202318,4,20234,2,20232
2020-02-02,Fiscal,0,Sunday,2020,6,202006,2,20202,1,20201
2001-10-28,Fiscal,0,Sunday,2001,44,200144,11,200111,4,20014
2007-12-06,Fiscal,4,Thursday,2007,49,200749,12,200712,4,20074
2020-06-12,Fiscal,5,Friday,2020,24,202024,6,20206,2,20202
2024-07-31,Fiscal,3,Wednesday,2024,31,202431,7,20247,3,20243
2005-12-14,Fiscal,3,Wednesday,2005,50,200550,12,200512,4,20054
2001-02-14,Fiscal,3,Wednesday,2001,7,200107,2,20012,1,20011
2013-03-31,Fiscal,0,Sunday,2013,14,201314,4,20134,2,20132
2020-12-11,Fiscal,5,Friday,2020,50,202050,12,202012,4,20204
1999-04-06,Fiscal,2,Tuesday,1999,15,199915,4,19994,2,19992
2013-05-26,Fiscal,0,Sunday,2013,22,201322,5,20135,2,20132
2015-02-27,Fiscal,5,Friday,2015,9,201509,2,20152,1,20151
2020-08-02,Fiscal,0,Sunday,2020,32,202032,8,20208,3,20203
2006-11-18,Fiscal,6,Saturday,2006,46,200646,11,200611,4,20064
2012-02-25,Fiscal,6,Saturday,2012,8,201208,2,20122,1,20121
2015-03-18,Fiscal,3,Wednesday,2015,12,201512,3,20153,1,20151
2022-12-10,Fiscal,6,Saturday,2022,49,202249,12,202212,4,20224
2009-08-27,Fiscal,4,Thursday,2009,35,200935,8,20098,3,20093
2006-06-17,Fiscal,6,Saturday,2006,24,200624,6,20066,2,20062
2002-11-25,Fiscal,1,Monday,2002,48,200248,11,200211,4,20024
2020-11-27,Fiscal,5,Friday,2020,48,202048,11,202011,4,20204
2020-01-16,Fiscal,4,Thursday,2020,3,202003,1,20201,1,20201
2004-04-21,Fiscal,3,Wednesday,2004,17,200417,4,20044,2,20042
2019-10-15,Fiscal,2,Tuesday,2019,42,201942,10,201910,4,20194
2020-11-10,Fiscal,2,Tuesday,2020,46,202046,11,202011,4,20204
2005-07-31,Fiscal,0,Sunday,2005,31,200531,7,20057,3,20053
2015-10-29,Fiscal,4,Thursday,2015,44,201544,10,201510,4,20154
2006-08-09,Fiscal,3,Wednesday,2006,32,200632,8,20068,3,20063
2010-04-21,Fiscal,3,Wednesday,2010,16,201016,4,20104,2,20102
2008-12-19,Fiscal,5,Friday,2008,51,200851,12,200812,4,20084
2015-11-03,Fiscal,2,Tuesday,2015,45,201545,11,201511,4,20154
2004-11-30,Fiscal,2,Tuesday,2004,49,200449,12,200412,4,20044
2021-05-04,Fiscal,2,Tuesday,2021,18,202118,4,20214,2,20212
2024-10-02,Fiscal,3,Wednesday,2024,40,202440,10,202410,4,20244
2007-08-04,Fiscal,6,Saturday,2007,31,200731,7,20077,3,20073
2000-10-02,Fiscal,1,Monday,2000,41,200041,10,200010,4,20004
2013-04-18,Fiscal,4,Thursday,2013,16,201316,4,20134,2,20132
2020-11-05,Fiscal,4,Thursday,2020,45,202045,11,202011,4,20204
2018-12-08,Fiscal,6,Saturday,2018,49,201849,12,201812,4,20184
2016-10-05,Fiscal,3,Wednesday,2016,40,201640,10,201610,4,20164
2019-03-30,Fiscal,6,Saturday,2019,13,201913,3,20193,1,20191
2025-08-18,Fiscal,1,Monday,2025,34,202534,8,20258,3,20253
2018-07-04,Fiscal,3,Wednesday,2018,27,201827,7,20187,3,20183
2012-04-10,Fiscal,2,Tuesday,2012,15,201215,4,20124,2,20122
2016-07-22,Fiscal,5,Friday,2016,29,201629,7,20167,3,20163
2023-05-08,Fiscal,1,Monday,2023,19,202319,5,20235,2,20232
2026-10-12,Fiscal,1,Monday,2026,42,202642,10,202610,4,20264
2005-10-01,Fiscal,6,Saturday,2005,39,200539,9,20059,3,20053
2011-02-15,Fiscal,2,Tuesday,2011,7,201107,2,20112,1,20111
2017-12-02,Fiscal,6,Saturday,2017,48,201748,11,201711,4,20174
2019-08-06,Fiscal,2,Tuesday,2019,32,201932,8,20198,3,20193
2024-03-18,Fiscal,1,Monday,2024,12,202412,3,20243,1,20241
2005-09-05,Fiscal,1,Monday,2005,36,200536,9,20059,3,20053
2013-08-26,Fiscal,1,Monday,2013,35,201335,8,20138,3,20133
2008-03-01,Fiscal,6,Saturday,2008,9,200809,2,20082,1,20081
2011-07-21,Fiscal,4,Thursday,2011,29,201129,7,20117,3,20113
2024-06-04,Fiscal,2,Tuesday,2024,23,202423,6,20246,2,20242
2018-07-10,Fiscal,2,Tuesday,2018,28,201828,7,20187,3,20183
2010-07-06,Fiscal,2,Tuesday,2010,27,201027,7,20107,3,20103
2005-10-06,Fiscal,4,Thursday,2005,40,200540,10,200510,4,20054
2021-07-24,Fiscal,6,Saturday,2021,29,202129,7,20217,3,20213
2026-10-11,Fiscal,0,Sunday,2026,42,202642,10,202610,4,20264
2002-05-19,Fiscal,0,Sunday,2002,21,200221,5,20025,2,20022
2004-07-09,Fiscal,5,Friday,2004,28,200428,7,20047,3,20043
2004-03-23,Fiscal,2,Tuesday,2004,13,200413,3,20043,1,20041
2021-08-11,Fiscal,3,Wednesday,2021,32,202132,8,20218,3,20213
2024-12-12,Fiscal,4,Thursday,2024,50,202450,12,202412,4,20244
2000-11-18,Fiscal,6,Saturday,2000,47,200047,11,200011,4,20004
2010-10-08,Fiscal,5,Friday,2010,40,201040,10,201010,4,20104
2025-07-22,Fiscal,2,Tuesday,2025,30,202530,7,20257,3,20253
2004-06-22,Fiscal,2,Tuesday,2004,26,200426,6,20046,2,20042
2012-05-02,Fiscal,3,Wednesday,2012,18,201218,4,20124,2,20122
2009-08-30,Fiscal,0,Sunday,2009,36,200936,9,20099,3,20093
2020-08-01,Fiscal,6,Saturday,2020,31,202031,7,20207,3,20203
2024-11-20,Fiscal,3,Wednesday,2024,47,202447,11,202411,4,20244
2002-05-14,Fiscal,2,Tuesday,2002,20,200220,5,20025,2,20022
2010-12-12,Fiscal,0,Sunday,2010,50,201050,12,201012,4,20104
2015-02-05,Fiscal,4,Thursday,2015,6,201506,2,20152,1,20151
2021-07-16,Fiscal,5,Friday,2021,28,202128,7,20217,3,20213
2005-02-25,Fiscal,5,Friday,2005,8,200508,2,20052,1,20051
2015-10-19,Fiscal,1,Monday,2015,43,201543,10,201510,4,20154
2012-10-04,Fiscal,4,Thursday,2012,40,201240,10,201210,4,20124
2020-07-05,Fiscal,0,Sunday,2020,28,202028,7,20207,3,20203
1999-03-26,Fiscal,5,Friday,1999,13,199913,3,19993,1,19991
2013-10-10,Fiscal,4,Thursday,2013,41,201341,10,201310,4,20134
2010-01-30,Fiscal,6,Saturday,2010,4,201004,1,20101,1,20101
2021-12-13,Fiscal,1,Monday,2021,50,202150,12,202112,4,20214
2000-07-25,Fiscal,2,Tuesday,2000,31,200031,8,20008,3,20003
2015-10-13,Fiscal,2,Tuesday,2015,42,201542,10,201510,4,20154
2012-09-16,Fiscal,0,Sunday,2012,38,201238,9,20129,3,20123
2020-06-04,Fiscal,4,Thursday,2020,23,202023,6,20206,2,20202
2013-10-15,Fiscal,2,Tuesday,2013,42,201342,10,201310,4,20134
2008-10-10,Fiscal,5,Friday,2008,41,200841,10,200810,4,20084
2021-09-05,Fiscal,0,Sunday,2021,36,202136,9,20219,3,20213
2024-12-11,Fiscal,3,Wednesday,2024,50,202450,12,202412,4,20244
2010-10-23,Fiscal,6,Saturday,2010,42,201042,10,201010,4,20104
2008-07-26,Fiscal,6,Saturday,2008,30,200830,7,20087,3,20083
2019-09-13,Fiscal,5,Friday,2019,37,201937,9,20199,3,20193
2026-08-01,Fiscal,6,Saturday,2026,31,202631,7,20267,3,20263
2008-03-23,Fiscal,0,Sunday,2008,13,200813,3,20083,1,20081
2000-02-10,Fiscal,4,Thursday,2000,7,200007,2,20002,1,20001
2005-12-22,Fiscal,4,Thursday,2005,51,200551,12,200512,4,20054
2022-12-17,Fiscal,6,Saturday,2022,50,202250,12,202212,4,20224
2001-08-08,Fiscal,3,Wednesday,2001,32,200132,8,20018,3,20013
2009-11-27,Fiscal,5,Friday,2009,48,200948,11,200911,4,20094
1999-02-02,Fiscal,2,Tuesday,1999,6,199906,2,19992,1,19991
2015-08-04,Fiscal,2,Tuesday,2015,32,201532,8,20158,3,20153
2008-11-24,Fiscal,1,Monday,2008,48,200848,11,200811,4,20084
2026-07-30,Fiscal,4,Thursday,2026,31,202631,7,20267,3,20263
2001-11-20,Fiscal,2,Tuesday,2001,47,200147,11,200111,4,20014
2010-12-20,Fiscal,1,Monday,2010,51,201051,12,201012,4,20104
2006-12-29,Fiscal,5,Friday,2006,52,200652,12,200612,4,20064
1999-11-24,Fiscal,3,Wednesday,1999,48,199948,12,199912,4,19994
2026-02-18,Fiscal,3,Wednesday,2026,8,202608,2,20262,1,20261
1999-09-15,Fiscal,3,Wednesday,1999,38,199938,9,19999,3,19993
1999-12-18,Fiscal,6,Saturday,1999,51,199951,12,199912,4,19994
2016-10-15,Fiscal,6,Saturday,2016,41,201641,10,201610,4,20164
2013-06-05,Fiscal,3,Wednesday,2013,23,201323,6,20136,2,20132
2025-05-05,Fiscal,1,Monday,2025,19,202519,5,20255,2,20252
2000-07-05,Fiscal,3,Wednesday,2000,28,200028,7,20007,3,20003
2013-06-28,Fiscal,5,Friday,2013,26,201326,6,20136,2,20132
2007-12-12,Fiscal,3,Wednesday,2007,50,200750,12,200712,4,20074
2014-03-17,Fiscal,1,Monday,2014,12,201412,3,20143,1,20141
2024-07-12,Fiscal,5,Friday,2024,28,202428,7,20247,3,20243
2016-04-18,Fiscal,1,Monday,2016,16,201616,4,20164,2,20162
2009-10-31,Fiscal,6,Saturday,2009,44,200944,10,200910,4,20094
2017-08-11,Fiscal,5,Friday,2017,32,201732,8,20178,3,20173
2003-01-04,Fiscal,6,Saturday,2003,1,200301,1,20031,1,20031
2023-04-23,Fiscal,0,Sunday,2023,17,202317,4,20234,2,20232
2001-05-16,Fiscal,3,Wednesday,2001,20,200120,5,20015,2,20012
2009-10-01,Fiscal,4,Thursday,2009,40,200940,10,200910,4,20094
1999-07-29,Fiscal,4,Thursday,1999,31,199931,8,19998,3,19993
2010-07-04,Fiscal,0,Sunday,2010,27,201027,7,20107,3,20103
2022-06-13,Fiscal,1,Monday,2022,24,202224,6,20226,2,20222
2002-02-04,Fiscal,1,Monday,2002,6,200206,2,20022,1,20021
2000-11-05,Fiscal,0,Sunday,2000,46,200046,11,200011,4,20004
2019-12-13,Fiscal,5,Friday,2019,50,201950,12,201912,4,20194
2023-10-27,Fiscal,5,Friday,2023,43,202343,10,202310,4,20234
2002-04-05,Fiscal,5,Friday,2002,14,200214,4,20024,2,20022
2013-07-05,Fiscal,5,Friday,2013,27,201327,7,20137,3,20133
2014-11-10,Fiscal,1,Monday,2014,46,201446,11,201411,4,20144
2011-02-13,Fiscal,0,Sunday,2011,7,201107,2,20112,1,20111
2025-12-29,Fiscal,1,Monday,2026,1,202601,1,20261,1,20261
2017-09-03,Fiscal,0,Sunday,2017,36,201736,9,20179,3,20173
2003-03-11,Fiscal,2,Tuesday,2003,11,200311,3,20033,1,20031
2020-09-28,Fiscal,1,Monday,2020,40,202040,10,202010,4,20204
2000-01-13,Fiscal,4,Thursday,2000,3,200003,1,20001,1,20001
2018-05-25,Fiscal,5,Friday,2018,21,201821,5,20185,2,20182
2006-01-14,Fiscal,6,Saturday,2006,2,200602,1,20061,1,20061
1999-08-15,Fiscal,0,Sunday,1999,34,199934,8,19998,3,19993
2024-09-14,Fiscal,6,Saturday,2024,37,202437,9,20249,3,20243
2018-09-22,Fiscal,6,Saturday,2018,38,201838,9,20189,3,20183
1999-04-22,Fiscal,4,Thursday,1999,17,199917,4,19994,2,19992
2011-08-11,Fiscal,4,Thursday,2011,32,201132,8,20118,3,20113
2010-10-27,Fiscal,3,Wednesday,2010,43,201043,10,201010,4,20104
2022-06-01,Fiscal,3,Wednesday,2022,22,202222,5,20225,2,20222
2002-03-24,Fiscal,0,Sunday,2002,13,200213,3,20023,1,20021
2002-05-20,Fiscal,1,Monday,2002,21,200221,5,20025,2,20022
2008-12-23,Fiscal,2,Tuesday,2008,52,200852,12,200812,4,20084
2009-01-11,Fiscal,0,Sunday,2009,3,200903,1,20091,1,20091
2023-02-02,Fiscal,4,Thursday,2023,5,202305,1,20231,1,20231
2003-01-12,Fiscal,0,Sunday,2003,3,200303,1,20031,1,20031
2018-03-30,Fiscal,5,Friday,2018,13,201813,3,20183,1,20181
2017-08-10,Fiscal,4,Thursday,2017,32,201732,8,20178,3,20173
2009-05-04,Fiscal,1,Monday,2009,19,200919,5,20095,2,20092
2021-03-16,Fiscal,2,Tuesday,2021,11,202111,3,20213,1,20211
2003-02-16,Fiscal,0,Sunday,2003,8,200308,2,20032,1,20031
2010-12-29,Fiscal,3,Wednesday,2010,52,201052,12,201012,4,20104
2002-08-01,Fiscal,4,Thursday,2002,31,200231,7,20027,3,20023
2025-06-09,Fiscal,1,Monday,2025,24,202524,6,20256,2,20252
2001-12-26,Fiscal,3,Wednesday,2001,52,200152,12,200112,4,20014
1999-11-12,Fiscal,5,Friday,1999,46,199946,11,199911,4,19994
2017-04-19,Fiscal,3,Wednesday,2017,16,201716,4,20174,2,20172
2019-03-09,Fiscal,6,Saturday,2019,10,201910,3,20193,1,20191
2021-07-31,Fiscal,6,Saturday,2021,30,202130,7,20217,3,20213
1998-03-07,Fiscal,6,Saturday,1998,10,199810,3,19983,1,19981
1998-06-03,Fiscal,3,Wednesday,1998,23,199823,6,19986,2,19982
1998-03-09,Fiscal,1,Monday,1998,11,199811,3,19983,1,19981
1998-03-16,Fiscal,1,Monday,1998,12,199812,3,19983,1,19981
1998-01-24,Fiscal,6,Saturday,1998,4,199804,1,19981,1,19981
1998-04-09,Fiscal,4,Thursday,1998,15,199815,4,19984,2,19982
2016-04-12,Fiscal,2,Tuesday,2016,15,201615,4,20164,2,20162
2008-03-17,Fiscal,1,Monday,2008,12,200812,3,20083,1,20081
2011-07-20,Fiscal,3,Wednesday,2011,29,201129,7,20117,3,20113
2009-11-24,Fiscal,2,Tuesday,2009,48,200948,11,200911,4,20094
2023-07-22,Fiscal,6,Saturday,2023,29,202329,7,20237,3,20233
2007-04-11,Fiscal,3,Wednesday,2007,15,200715,4,20074,2,20072
2011-06-04,Fiscal,6,Saturday,2011,22,201122,5,20115,2,20112
2007-05-29,Fiscal,2,Tuesday,2007,22,200722,5,20075,2,20072
2022-05-15,Fiscal,0,Sunday,2022,20,202220,5,20225,2,20222
2018-04-12,Fiscal,4,Thursday,2018,15,201815,4,20184,2,20182
2017-07-15,Fiscal,6,Saturday,2017,28,201728,7,20177,3,20173
2003-05-08,Fiscal,4,Thursday,2003,19,200319,5,20035,2,20032
2025-05-07,Fiscal,3,Wednesday,2025,19,202519,5,20255,2,20252
2002-12-12,Fiscal,4,Thursday,2002,50,200250,12,200212,4,20024
2008-01-18,Fiscal,5,Friday,2008,3,200803,1,20081,1,20081
2016-09-11,Fiscal,0,Sunday,2016,37,201637,9,20169,3,20163
2019-03-10,Fiscal,0,Sunday,2019,11,201911,3,20193,1,20191
2020-05-22,Fiscal,5,Friday,2020,21,202021,5,20205,2,20202
2008-12-22,Fiscal,1,Monday,2008,52,200852,12,200812,4,20084
2000-08-19,Fiscal,6,Saturday,2000,34,200034,8,20008,3,20003
2015-12-23,Fiscal,3,Wednesday,2015,52,201552,12,201512,4,20154
2020-10-29,Fiscal,4,Thursday,2020,44,202044,10,202010,4,20204
2008-06-17,Fiscal,2,Tuesday,2008,25,200825,6,20086,2,20082
2014-05-16,Fiscal,5,Friday,2014,20,201420,5,20145,2,20142
2009-05-20,Fiscal,3,Wednesday,2009,21,200921,5,20095,2,20092
2023-01-04,Fiscal,3,Wednesday,2023,1,202301,1,20231,1,20231
2001-05-11,Fiscal,5,Friday,2001,19,200119,5,20015,2,20012
2009-03-14,Fiscal,6,Saturday,2009,11,200911,3,20093,1,20091
